title;summary;article_uri;account_name
【智慧图书室】向阳街道星光社区智慧图书室 已成为学生家长的“休息驿站”;智慧图书室 地处向阳辖区的繁荣小学与星光社区毗邻,每个学期,接送孩子的家长,在孩子上学和放学的短暂空挡时间无处可去,回家...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196021&ver=665&signature=u*oanMXj-a27adOGKZk10Bbg1XIxtucP*At8kdtYnDlNhWDIqueZxDK3LyCW40KZF4OEdl7TTOk2Nf3p0qyIbVhNDK5buOWidHvdhnDMJMAcMjXLgD7-lRmsgJ5u4Lpk&new=1;智慧向阳
活动预告|武清区图书馆上业科技智慧空间体验活动;活动主题:上业科技智慧空间体验活动地点:武清区图书馆 一楼亲子阅览室活动时间:2017年5月13日(周六)下午2:30活动对象:3...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196021&ver=1&signature=KRpVlhYi01SjdsGZpVOBDxBCQN0bztyelElTdD1cEnHHj2zE-1YsSrLt9H5e-6KktlkaH6q7iy4ZEL-tZN8cJjn-ncSga2SAsD5M8f9-A8zeo3gXSvLs4Qd2inQPD2LcrjCqDs5ZMgpHUfh75*bbFrd3mjHeItOEl9esX3mVE80=;天津市武清区图书馆
烟台图书馆上业科技智慧空间体验活动预告;并通过亲子互动增强父母与孩子间的情感交流,2017年6月14至15日,烟台图书馆联合上海上业科技举办一系列智慧空间体验活动,...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196021&ver=665&signature=V4IfIgvT6mnyv1OdcLETwATi3DKpZwzWv7oXBL9qpXew1ayfxL0b0QWeW1-NxFDnw*Wf4hfjc48msfiF5Rroq3dV6skuhXAe4jsVZW9RDi57R93rdEpENyBQ4Qzcm9ZS&new=1;烟台图书馆
本周六来宜春图书馆体验智慧空间|大学生创业可折算学分;本周六来宜春图书馆体验智慧空间为培养孩子良好的思维学习能力,帮助孩子全方位地拓展视野、增长知识,并通过亲子互动增强父母...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196021&ver=665&signature=VtVpqtVKPEbzYctoEkr5vrIKHgxr-ljgCBypBxgXIXDe09jH2B1ZzShv3PZ3jJgGrrUMLzGCVEuSGRqcTpU1gLHXIF4-0jvuAsPQKJTfXv-rlrOTFGjbih0*k9qc7GXj&new=1;赣西晚报
【智慧图书室】向阳街道星光社区智慧图书室 不断创新服务模式为社区文化建设增辉助力;向阳街道星光社区智慧图书室不断创新服务模式为社区文化建设增辉助力 向阳街道星光社区智慧图书室,实现市图书馆、社区、读者之...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196021&ver=1&signature=NdpHCqpjywXo3f9SUJ38cDIzc9GyvNylOGv11KG2bZgYuWqITRxO58KmrYoseGbPcNxt17SLJFpdFM7sZrVvNCLIrm8VkG-3kK6kmBQgCZDbomUfN-*ciQgY3ZwLIRyr1gN8KBYfWbOXk*6rtxUkXM4AGnFLBNGIVOxOZn2aF0g=;智慧向阳
畅享图书馆“智慧”阅读时代开启;如果你现在还这么想,那就真的是OUT了.现在的市图书馆有多种数字化功能,可以让读者轻松体验“智慧”阅读.我们栏目记者就亲...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196021&ver=665&signature=xLsd9oevg*JYRqWFaGhKa5OKHkbPQP2zVaWhzgIoTqs*bKpA6K52GgWzY-lLUVdKhTuCwoDzqlYDz1ovn91dbLIFJekPmkk4xTI7FV9h36gRtCN9d*xt9gs9ntL8pnbA&new=1;齐齐哈尔广播电视网
廊坊市图书馆一楼智慧书屋 “书香廊坊”读书会—“创客空间”系列之机床·超级英雄;ctl=deal&id=608活动地点:廊坊市图书馆一楼智慧书屋注意事项1.操作锯床时,一名同学手持木板切割,另外一名同学扶住机床.2.操...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196021&ver=665&signature=AFI*Xa5LaDJcrWsOpljaW*r-FdF1t2kFjrOFd7XxS8-gUD2pvPN0kg4y1LLdQH2Mp32EHx*eyTWtZMyDiuGKDWfSAxDA4qAgeHSoCG30657t1uX9PHf5LZHzK90Vkqge&new=1;廊坊市图书馆
沙区图书馆推出“你选书,我买单”智慧阅读服务;沙坪坝区图书馆联合沙坪坝书城推出“你选书,我买单”智慧阅读服务.从即日起,市民凭区图书馆读者卡可到沙坪坝书城免费购借图...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196047&ver=1&signature=BNqkk8rCqYGPQ8epEPztXLuaOL3r64S1leV4cPKpmocPHu03dXkG4WjFqC03L4sI131uJ1i0QCxJKYuUZFM34WGXFRjOIkoOt52myDcKW1i5VFUq0DaLCUfNT9mqTBiHWoVlEGaV3coD335eo-mkQnCA1VrapTEOsQsDgBtgVso=;重庆微发布
走进图书馆,开启智慧的钥匙;在很大程度上取决于全民族的阅读水平.” 借世界阅读日这一契机,嘉兴世合(双语)学校也举办了“走进图书馆”为主题的校园阅读...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196047&ver=1&signature=GJf3Jj2yP6J4MsFajRxDlTcXk9PFrVSi4TlFpahawKA5Zg7v3WI5wj6bROUcXR8K7Gtf8nHoLjsHX8kKsd85q3W6omN5Oq0tRCpvVtzJXDEYO2UB*EOyxbCRm*QayCMpzUaEyllt-wOJPlUYtd06M7Luv-O3908F7tiExdMSoYI=;世合理想大地
点亮你的智慧空间:齐河县图书馆“智慧空间”体验活动回顾;你不一定要点蓝字关注我的齐河县图书馆“智慧空间”体验活动‍“五一”假期期间,持续两天的齐河县图书馆“智慧空间”体验活动...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196047&ver=1&signature=d6-tkn3*HOW4452Ng-4mzBJ42*jF57aB6An5mxQwC6vK1mSP36DNInQQcKjFIrzy8aS-7OhUX7uzYXcpwubpkRaivN2ub4bbnV4N1AZz2OSiDLzClpLs*KvWL0kI03vEojtTv64exptRtJLcZHuv5UpUhqtpRJELEcI3BuuzY7A=;齐河县图书馆
嗨,路边冒出个图书馆—— 碑林区第5家社区智慧图书馆开馆;图书馆里绿色的漂流书架捐来的书籍,我们会统一运送到在西安市已建成的多家社区智慧图书馆中摆放在图书馆里专门设置的绿色的...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196047&ver=1&signature=NzzELwwHasJzXGtAT9oYiqX12BCbJ5YQBrfEQ-MJN6FxJeuvCrwHLalaFSk9PPnqQoqwWTh0-fmAwLgBAr8MAisVgYrJdulFT-TusYzgcKBxmC15lcbZwJOH1-Ec2dozHIJ*Dj8D7p24cfiAUPbzojk7Ojj*uYszUTw2XqYdMLc=;家门口的图书馆
市图书馆“智能公交项目”喜获“镇江市智慧民生示范工程”;在市文广新局地牵头指导下,市图书馆推出运营两年半的“镇江市智能公交数字阅读推广项目”,日前喜获“镇江市智慧民生示范工程...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196047&ver=665&signature=LtcAZ6I7FeJx30522uJ*yJ*I5uwcQLe7UocYkv8RmGOO1pity3uhjVCSrzyD*sg8bO1-OOOIRFcOPBxtHJvMI0xLbshtjXLQIC-RcXnIbajHkEXoIqHjDuczlMkeLRQR&new=1;文化镇江
黑龙江省图书馆“智慧书房”正式启动;【龙图活动预告】2月29日-3月6日【龙图电影预告】2月29日-3月6日【龙图展览预告】2月28日更新黑龙江省图书馆“智慧书房”正式...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196047&ver=1&signature=jadS86slwEYUP6ajSo1bLs1xo6L1wKakL90AWiKxoxwMUv8nWyAsix8a8dGOexijzYVOWDHAeBgXEu6h60eO0O3Y1NmvBVouivqFSivSZyV7JYmzQ03BXww7O1mrO-JWIngk7FCJ6eFwIGDPi57cXw==;黑龙江省图书馆
【智慧图书室】向阳街道星光社区互联网+便民服务中心第七季跳蚤市场暨智慧图书室图书交换阅读开启读书新模式  为党的“十九大”献礼;在市图书馆及向阳街道领导的大力支持和指导下,通过形式多样的活动吸引了越来越多的读者走进智慧图书室,吸取知识大餐.此举不...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196047&ver=665&signature=u*oanMXj-a27adOGKZk10Bbg1XIxtucP*At8kdtYnDku-fQncp2oTSr2jPqui4fumDkn3zigmedgYY2E0NfozOLMoSKLp6iiyciUVqR5PAKB7RAOjXsvpD1JgxSOZIK4&new=1;智慧向阳
【智慧图书室】创新图书轮换方式 大力促进全民阅读;向阳街道星光社区智慧图书室2017年度首次图书轮换工作,在市图书馆领导和工作人员的大力支持下顺利完成. 此次图书轮换工作,...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196047&ver=1&signature=NdpHCqpjywXo3f9SUJ38cDIzc9GyvNylOGv11KG2bZgFWE3xC77yL7nSjySk9YEfTRGqOvnPo0QWRaimkcc-foLDcy4V9KCIwsUI3d7YSv6NouES5RcbKQQC3zQ*bVBD4gRg5p3Kq6sMEnm38EAymdZvCs25mdxwAGRAco2SPDU=;智慧向阳
硚口区图书馆智慧空间体验活动;硚口区图书馆智慧空间 活动主题:智慧空间线下体验活动 活动地点: 硚口区图书馆 活动时间: 2017年8月6日 活动对象: 3—12岁小...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196047&ver=665&signature=lowGzZddV6f1sAhbJHXsQp8KcDFs1Hcu9MylbWtPD7Irsq8EwYI0RZ2jwYs8KruE1uThuq63-yW1Lytaml3sFszdzF7LpGDflL2q90CABMszithoGaFsdZKOpHVbp3Q0&new=1;硚口区图书馆
2017.06.13图情资讯 |   智慧图书馆闪耀京城;2017年6月8日,在中国国际展览中心举办的2017北京国际教育装备展上,广东拓迪科技智慧图书馆的整体解决方案,深受行业内人士...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196047&ver=665&signature=RkJzFO87cS98KWc65Cpe74dKzJFlnIUry6MtK96mbkE8dw3tf45AY9R-NIzp78cACrgvfJnrBsgyd-RI2Hw4XiU0ifPVGIOVnjSF3wsvNPUc7MEEFxD-dohaWXTttfKu&new=1;中国图书馆学会中小学图委会
市图书馆举办智慧空间 · 3D科技展览及体验活动;公益活动智慧空间 · 3D科技展览体验 滕州市图书馆举办智慧空间3D科技展览及体验活动 本周末(2月18日、19日),滕州市图书馆...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196074&ver=1&signature=NQFTUeU6rpoV-yieYHZi616nCQ8q197xuu*FcuIHj4azsK4XujqsagbqGswo3Gu1tI42-TaaIaCbbnbN5keA4gCVe2e74oUVkfJjG6znDt-rx9*godxK7tqFthmdyFaBKKjytR8RskNbVvcU4vIxNVNyvif0uPqQ0DN3-Dbvp68=;滕州市图书馆
解读 | 图书馆数字化,智慧生活触手可及;廊坊市图书馆智慧墙 在浙江杭州图书馆生活主题分馆开设的24小时自助图书馆又名“城市书房”,位于浣沙路的杭州图书馆生活主题...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196074&ver=665&signature=8waLFhPJ*w*aiDeGCSxfgUqQ0kloSeJsQwURiOBI09T97XC68XkERgr31cHv3u-JoGSfdXjMH3hQBadngf*UWwzPEJ8iYwiEZsjqQz12RIfM9MxfMF*961pNt1N69Lju&new=1;文化月刊杂志
翔安区图书馆举办“智慧空间”科技体验活动;10月15日,翔安区图书馆举办了“智慧空间”科技体验活动,活动由上海上业信息科技股份有限公司协办,为小读者们带来了高科技的...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196074&ver=665&signature=Y5yBXH7iDRGcJIoGPiqUtrrDMrOwG6NlH1tegPIxp9*T*4jZRuDVsmzAKDBp8ZqRXzMrsR9LD8j*KR3WWel5hh45FDRByZrVUZqPrnNKhVu3x1ujCgIXEP9xDMFBBmNX&new=1;翔安区图书馆
济宁市图书馆成功举办智慧空间体验活动;本周末(4月15日、16日),济宁市图书馆联合上海上业科技在市图书馆举办了“智慧空间体验活动”.活动当天,市图书馆一楼活动...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196074&ver=1&signature=qyY0XpKNxiqoWUNMOmaC4KKzKZNnTrPEM86G*USUU1bhMPNfgVmR6veUEhxsmNLCPe-ChJuIn9iNKL*wwAoHN6DSe8ehL9F-Gfds2wlAJbpqgVUER3RDCFrqNpI5b9rZP4xoKf5J4znbuWsRJcy3LBhnM28wCFeLiXhkluZo8uM=;济宁市图书馆
快来图书馆体验智慧空间吧!;体验科教智能学习,6月18日,湘潭市图书馆将在少儿图书馆五楼活动厅开展智慧空间体验活动,活动将持续一天,共有“体感互动学...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196074&ver=1&signature=SXP-*M0Z-jKKr5NkyAxkQ12y3G11q5-DtsrT-K*ZmdftYgG3stSs0tGNFNySbSQn018ffKr9VEJE64GfCx*-kSRJqNiQ5Yivwg68Ptn3yqhBI732IFhZpQk7wcvlTi6JJCnqyJ-RAysseBaAF56MNnqe9r8SPRjuPPcungp5oYI=;湘潭市图书馆
智慧+书香来图书馆过一个不一样的父亲节;不仅有推荐给孩子的,也有推荐给爸爸们阅读的,吸引了许多读者前来借阅.2、智慧父亲节 根据市民“订制”,区图书馆于父亲节这...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196074&ver=665&signature=KIlIjSDT-kl1CaPqAW1HmSyhnWZr3RtJSNNUb--9xcq9AkjypeloiPot8OQGUHYbHVPSlTzF1-c*I6tKHinocyCNZDorCoYhy6kphSmCjD-M4M84-587NEJvpMLIGx9A&new=1;文化东营
【智慧图书室】向阳街道星光社区智慧图书室小小图书管理员 引领读书新风尚;向阳街道星光社区智慧图书室自对外开放以来,已被越来越多的读者知晓和喜爱.辖区居民王鑫蕊,小学四年级学生,品学兼优,酷爱...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196074&ver=1&signature=NdpHCqpjywXo3f9SUJ38cDIzc9GyvNylOGv11KG2bZhXu1RBzeApDI1*N5mvToJOu3D374ofsjl35LQG4nVfB49QBf4g*wCf1mxzE-h0CysvDSHUPCgqgE3iLbK56ltqTelKWVZDskVu8lJACEH-RbuncqjE7BePb8dI0PIjZbk=;智慧向阳
曲江二小智慧课程之——图书馆阅读课;在曲江二小书香四溢的校园里,不仅班级有图书角,走廊有图书架,晨读广场定期有图书漂流,而且还有藏书丰富的图书馆.孩子们不...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196074&ver=1&signature=Xbs*F3viTArLFvCinQ5y2hGI3B2V3UeOEhX0n1JaZzTAVx8wW70a-0B1NMLRH6XxDLZlvlbqQoR*dAD5IZlKGUqfOKJJfD-GkMKgIFJP3Puxzz4t*FZT251sD89rBATrWzxV*zaV5ltamJJ*o7CApKx-sdp1w75yWuH5kZjh1N4=;曲江第二小学
数据中的智慧图书馆;接下来我将通过几组数据,带着大家一起看一看咱们的图书馆自建馆以来,有多么的受欢迎吧~~~01馆藏分析我校智慧图书馆自建馆以...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196074&ver=665&signature=bD*eEfGzxDgvIcUVUGqW-1ADrDbtsPZEDenybnbGKGls63cWguCAX*WyBpJfwA9ArsKYVcJftjRYxs1*k2P5C2NufO5YFUU-Msi7E7Z5fpT6JjMWXaVh7rhIb06Ta0RM&new=1;亦庄实验中学图书馆
泰安市图书馆举办“我们的中国梦”智慧空间体验活动;2018年1月13——14日,泰安市图书馆举办了“我们的中国梦”智慧空间系列体验活动,活动内容延续了之前的体验形式:涂鸦海洋馆...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196074&ver=665&signature=xd54SYNot5WXuCsVmcdVN-FDRbnb2INy9ks8NJWFKTk*V7R7t1dXajniIjnbhI5Dwjrh3qDi7xkS1fTFrKEwcIk4-hyk-WucPUhxGntdXf6CdE0UDBQJU5oap*oFNmLx&new=1;泰安市图书馆信息平台
资治通鉴这十句话,概括了人生所有智慧,至今仍是经典!;10句话,与大家一起感受千年经典的智慧与魅力.做事情一定要给... 君子能勤察细小的事物,所以没有大的祸患 沈阳市浑南区图书馆 ...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196097&ver=665&signature=cu1wm3Wo3A618HbpC0QR2jDWv0itQJQWgUvJArDlYWlRNJwHFPqqET4AA9k8GJ*iIIr9sA8czDiLlCn8kQzTSByuDFMAMVNlV0Eq5OsB9zDR25SLuZ6FC0ydLoRnLElF&new=1;沈阳市浑南区图书馆
破:学英语词源知识之soph智慧英语单词记忆英语学习方法;破:学英语词源知识之soph智慧英语单词记忆英语学习方法推荐阅... 哪种英语考试最适合你英语学习 利用图书馆提高英语水平英语学习...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196097&ver=665&signature=5KiVFzBfd83ZDqWolmrCP-cfhbHzrFZNZ*gyxfXYtsSUd7lQYTyUM-ST*KTFzj3TFQ4O96R-zd9xxO124KBZ9IXrdNqvGRAlzFKjzs2BiK5zq951QzXCIJOqOqyRkjQA&new=1;Jason
【简报】成语故事“塞翁失马”给予我们智慧的启迪 ——逍遥林居士在童青网“活力少年成语故事演讲比赛”的演讲;重庆甲香书院院长、重庆无隅国学图书馆名誉馆长等衔的逍遥林居士(林浩),担任了本次比赛的评委与智慧点评嘉宾. 本次成语故事...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196097&ver=665&signature=VaZAuzznHz6NPUzbhvUzl1u4qjqM7QshFTGb-u07pd7UeiV2FerwGY7gT1hmZ4fJWw1Z7Jap65-7AtXsV4gk30Y6M3JTwHsaPgEEGbLZExC2*qDa3fs9rrzgD26HzCHm&new=1;逍遥林居士林浩
关注 | 贯彻图书馆法,迈向新时代——馆长谈《公共图书馆法》(三);《中华人民共和国公共图书馆法》是党的十九大之后出台的第一部文化方面的法律,也是公共文化领域继《公共文化服务保障法》之后...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196097&ver=665&signature=h15udgaIY18ZFc1NHRp26HknyZ7gj5YzNAxL9FwBQiT1YREvOQaxP3a7-Sz9yvs9HX8uHOHNC7zf9*e69YnUSB-RM14cMycYv3eRudbrfZtUrcXnjEoq8IBZg-p*-Ye*&new=1;临河区图书馆
52个成语,洞见《道德经》的智慧!;指彼此不联系,不交流情况.【出自】:第八十章:“邻国相望,鸡犬之声相闻,民至老死不相往来.” 滨城区图书馆 bcqtsg;http://mp.weixin.qq.com/s?src=11&timestamp=1517196097&ver=665&signature=6WZlxkn89mA3Z4tj6gxUIcBsYTv4ohOEbuxfuEr6sxfBk3QzxkaSDD72HtgEmlG4WKoldnfekfHxX9mc9UTvUrbXybPDtKu2JxYfa7x32-nGDu0jFRpNT8HKEvbDR9Um&new=1;滨城区图书馆
陪孩子阅读绘本的正确方式,这个智慧我给满分!;美国图书馆学会倡议“从出生就阅读”(born to read),日本提倡”亲子阅读“运动,要求父母每天最少陪伴孩子看书20分钟.国内调查...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196097&ver=665&signature=gRQdgB3LNGe*V9M6nm0SV6Tnkdmgfl2unv2ZQQTuju92SeW8hlfAGietak3wlExes53XeR1*tpSBfCblySF3BdrnHMYFUGwS*8K51kAo3t69Jla8RqX6iX83JDQf0AZC&new=1;巴布英文分级阅读
唯有进步值得信仰—2018版智慧校园一卡通发布;智慧支付+节水管理+银行圈存+无线班车+门禁门锁+教务考勤+通道管理+车辆管理+机房管理+人脸识别+宿舍管理+图书馆系统+第三方...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196097&ver=665&signature=qa9l5N6vkuI2RGeveoXaQM52VrZcFF*it72XXcTw857lVR9YVGhngfUtWwBBiI7okWCJCVwbAzLWAskfLA3vu8UyBaKkuODMti9P66gGxzC*oPzmNXCzoXtj4dtDrx6K&new=1;康圣达科技
不忘初心,志愿前行 ---县图书馆举办2017年度优秀志愿者表彰会;对他们的无私奉献、默默付出表示了诚挚的感谢,并期望他们能一如既往地支持图书馆的各项工作,为建设书香浦江贡献智慧和力量....;http://mp.weixin.qq.com/s?src=11&timestamp=1517196097&ver=665&signature=tdjG4zzl4-BAUme2cp5Ocuc2qwQ8nyZpct5GJMOd0Nfl1p1Ira2ZU3l6oBWRYndfmp5RnBLdKnEOPweD9ZXNEPu1zWWnZTrqdXgRE8jpJdvQIgdfU1HvyAO0xi6p8zom&new=1;浦江文化
从社会学角度看Sophia骗局与人工智慧的「自我意识」;的「人类保护计画」会真实上演?还是会如《奥图玛塔》那样,AI机器人将集体远离终将自我毁灭的愚蠢人类? 数码科技图书馆 digital...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196097&ver=665&signature=6tlGl5iVGMgPcvrM9U11s2rHXUPSlKni9CMKEf2dDNqveVnyJAjrArh7VrxThXn3zEcpUlnTnO0TKBpx15OmDq7BXVII9TNc6WJk-a3p7CgDj2x0E6ZscMBcXA8VT9Rc&new=1;数码科技图书馆
杨绛:《我们仨》|看百岁老人婚姻智慧;杨绛:《我们仨》|看百岁老人婚姻智慧 喜欢杨绛先生的《我们仨... 听几门课程,在图书馆里自学. 生活上,照顾钱钟书的起居.租住...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196097&ver=665&signature=Yttu9MZyZKRB0aqm6J*XCZ7CEcCoZOwOMSJZpiOl3s39WS1KmHwe6rVjqr*v3BOpD2SviCr6RQiG9r6OAwGE*zvcR0Jk4BR9QT87B4zbNKCKBQC*S7*hfQznGDb-6RBD&new=1;树蕙苑
津南区图书馆成功开展智慧空间体验活动;10月16日,津南区图书馆联合上业科技共同开展了一场神奇而有趣的智慧空间体验活动,吸引了150余名小朋友及家长参加.整场活动...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196121&ver=1&signature=O4Dn-LRDjRR9B64gUbE2X*KD-lgciRg7LfevBnUsUZ73*lxFFDkWJXVe21qtrOCeEv9LeKpevXPErHca8bvZhRCjKbF5v4e28iDXy0XfB9iLSdHy83RX56CNTKLqI5kaWRGqs-ZgOWsj5C7s4hLgdgCNfMkURD7WhLkmVhR67xo=;天津市津南区图书馆
上杭县图书馆举办智慧空间体验活动;2017年4月22日上午,由上杭县图书馆主办,上海上业信息科技股份有限公司承办的智慧空间活动在县图书馆二楼报告厅举行,给小朋...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196121&ver=1&signature=EeSDbgKhJDGb6wxIfzw4dXVnkQGbhx1*1WBMLhpJdkCd9pk5TEC7GakERYrjhyGFXfAVJhHpyeg558xkznp3uyWYgp-Cevq6YPuL6tTZ1IBN4lxpC3ycpjk34580YDQ9o1UFEeUKPlxnCpaDqnHd8GkTjYmNomfwDDXufdPWqzI=;上杭县图书馆
土右旗图书馆开展智慧空间体验活动;土右旗图书馆开展智慧空间体验活动智慧空间体验活动小空间蕴涵大智慧体验收纳生活之美~亲爱的读者朋友,土右旗图书馆“智慧空...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196121&ver=665&signature=b*b0HWJr9BBOwwd6rXeuEW-UAbfB-rgZBJsvBpa9fUH3VVVP5OnURYhVDuZCeW2*l8Z6EwUC94cmZoO09EMp0HIq65r9EtOL-kxVSZ9yOjmA9OF9FfKamgOim*Ms136j&new=1;包头市土默特右旗图书馆
“智慧机器人 小小工程师”--少儿图书馆科技活动周;提升小读者们的科技创新能力.兰州市少儿图书馆与兰州中科乐活动中心将在7月8日——9日、29日——30日举办“智慧机器人,小小...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196121&ver=665&signature=lP1Tjg9Sf0EJe32Ip6u-KyjGbeFw77Z2ZWJX0fDi6F7kK9GgPapzMIiazr7q04Sn3uBU367CuV7k946pGW5B-v255PuPLr*3IJQxGPhXJ6mbLqbgrQf1KDg0vnjWGrZ-&new=1;兰州市少年儿童图书馆
【部门动态】图书馆引进自助化服务系统 打造“智慧图书馆”;编辑/黄浩林 图书馆引进自助化服务系统 打造“智慧图书馆”为了提高图书馆的自动化服务水平,创新服务方式, 2016年图书馆积极参...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196121&ver=1&signature=y7tzvWimoDJotXoYDYXnQxhWzTZ3mX2qnnifsi38rwe1oThYESv*2kI-QZaB6QZdR2Sd1VjxX0O9kxJtGjhSLIJd0H752v9swOWfcewTooo-y79eMC2qVQLgF8*V-n6zxp04Wmm-RHNmmzPzQ-9TD5iDq2ZvMEUb-ucylY-G2MA=;北方民族大学学生会
海珠区图书馆大塘智慧分馆闭馆整改通知;公告广州市海珠区图书馆 hz_lib;http://mp.weixin.qq.com/s?src=11&timestamp=1517196121&ver=665&signature=skCKebQjyzqYlaGptqUCBpZqRbMTEnYl2on0J4z57Dd20WQGEQgnonswNcKe4yOewk**QMadi*diRTYuAF50rvHCgStiftyu6YI*xeFHa8p8yZ7TPJAaq7NbvtI7n4VC&new=1;广州市海珠区图书馆
新年新感觉,铜川图书馆智慧空间体验活动元旦启幕;铜川图书馆智慧空间体验活动元旦启幕一、 活动主题:铜川图书馆上业科技智慧空间体验活动二、 活动地点:铜川图书馆三楼多功能...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196121&ver=1&signature=wCuf2YyxHmm5Mp3JKL7KLNY3HoJ86KnAfFUIySEQtV3Rx9Z-E*occZXuLeUysTcPTniXWlmLCQoePUesaCms0XmqaZuBbnS2aGbYrJ02-vZZA2*QpliB3Flz32nLWPs84Z-*E-IUM*m9TaxLZrJfGakIAlOAFZKu2-*usxGKPxE=;铜川图书馆
图书馆里的咖啡,智慧湖上的龙舟;换一种心态过日子,闲下来的时光在图书馆喝一杯咖啡,读一本法... 学校里有龙舟队,每天下午在智慧湖边总是有龙舟队的队员在湖面...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196121&ver=665&signature=zA6DRxFx9tnHEI0f421veUIHag1V1JEbU0wtTBe6LmlANic4Typ3xXy7KTAtlRhcF30eb5lcd7JfqmTLJDMIF7XS30UvH6FYOGWBN7hq1cQgK0EcpVix0msDyCLUGnYl&new=1;海桐
廊坊市图书馆一楼智慧书屋 “书香廊坊”读书会—“创客空间”系列:酷车联盟;ctl=deal&id=532时间:下午15:40-17:10预约网址:http://zxyy.lfwh.org/tuan.php?ctl=deal&id=533地点:廊坊市图书馆一楼智慧书屋服务...;http://mp.weixin.qq.com/s?src=3&timestamp=1517196121&ver=1&signature=ejYhYF79zxlseVwtzeiakqrA*jzXL6qufzq4o35yiwUCc7qDtlUKKoao8yGmBL-zCyv1ipXYXyESm7qKCd0NbtNnYc82wYNqy0M-NLKz6-6ViSBTYBlLWqG7xfxKC8F73vcso8LfrITBz2*G5e5Gei4fXPT1SshYZoqsmJJTm0s=;廊坊市图书馆
廊坊市图书馆一楼智慧书屋 “书香廊坊”读书会—“创客空间”系列:机械毛毛虫;预约网址:http://zxyy.lfwh.org/tuan.php?ctl=deal&id=581活动地点:廊坊市图书馆一楼智慧书屋官方QQ群:199879053 廊坊市图书馆 ...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196121&ver=665&signature=AFI*Xa5LaDJcrWsOpljaW*r-FdF1t2kFjrOFd7XxS8*nzVxnDXLL7la2TflMyvW4vSHvcal5KrbRfbwZ0iN9Kstgc5ErFN-PI0byKgn4xJBuv2h0rA3PsV*RmZlafSMs&new=1;廊坊市图书馆
荣休的礼物 | 陈明瑶教授向浙江工商大学图书馆赠书;丛书系列作品捐赠给了浙江工商大学图书馆.图为浙江工商大学党... 一代又一代商大人形成的精研学术、勤育栋梁的经验智慧,恪尽职...;http://mp.weixin.qq.com/s?src=11&timestamp=1517196145&ver=665&signature=CIvRl4Wp4XfYuQHq*ZoMAM**wx4cINgd-YTTKfqsH47zNX8nQZNJSN-S7D57NsGY7*qPsr0AmGgZ0Eg4faf7HNUrFXXJqGwoJGmOaSzhbt8RZY3h7Je15iRb-6GxNN4k&new=1;浙江工商大学图书馆
